can_id,can_nam,net_ope_exp,net_con,tot_loa,can_off,can_inc_cha_ope_sea,winner
H6WA08076,"SKOLD, ALIDA",32256.5,5880.26,0.0,H,CHALLENGER,False
H4GA11061,"LOUDERMILK, BARRY",762685.59,788553.85,0.0,H,INCUMBENT,True
H2CA00096,"BARKLEY, MICHAEL JAMES",13249.73,84.83,45333.62,H,CHALLENGER,False
H0MA10082,"KEATING, WILLIAM RICHARD",377962.38,1120854.4,0.0,H,INCUMBENT,True
H6CA50258,"MALLOY, JEFFREY PATRICK",15377.57,18625.94,0.0,H,CHALLENGER,False
H6AZ09036,"AGRA, JOHN",61001.24,72496.0,0.0,H,CHALLENGER,False
S6CA00873,"STOKES, STEVE",7738.2,12678.0,1654.0,S,OPEN,False
H0MO01066,"CLAY, WILLIAM LACY JR",605274.68,599196.84,0.0,H,INCUMBENT,True
H8NY20056,"LOWEY, NITA M",713186.44,1666161.86,0.0,H,INCUMBENT,True
H4TX14079,"BROWN, DONALD GLENN JR",2507.82,74450.0,0.0,H,CHALLENGER,False
H6TX15212,"SWEETEN, RANCE G RANDY""""",94623.77,58973.12,58175.67,H,OPEN,False
P60020963,"SOOD, AJAY",10189.0,537.0,9810.0,P,OPEN,False
H6FL14104,"GONZALEZ, EVELIO",741.06,440.98,0.0,H,CHALLENGER,False
H2PA09035,"SHUSTER, WILLIAM MR.",3019946.99,3704292.11,0.0,H,INCUMBENT,True
S6WA00321,"VANCE, CHRIS",412160.0,425716.0,1050.0,S,CHALLENGER,False
S0FL00338,"RUBIO, MARCO",10454804.0,12432918.0,0.0,S,INCUMBENT,True
H0LA01087,"SCALISE, STEVE MR.",2449513.59,863953.07,0.0,H,INCUMBENT,True
H0WA03187,"HERRERA BEUTLER, JAIME",1093354.65,1261401.42,0.0,H,INCUMBENT,True
H6FL06118,"GALLOWAY, G.G.",139853.43,142738.35,4882.16,H,CHALLENGER,False
H6IL13121,"WICKLUND, MARK DAVID",23337.01,26014.12,0.0,H,CHALLENGER,False
H6MD04233,"DAVIS, DERECK EUGENE",287875.02,363628.99,0.0,H,OPEN,False
P60021722,"WEISS, JUDD",24991.0,24991.0,0.0,P,OPEN,False
P60005501,"CHRISTENSEN, DALE H",87746.45,79810.86,0.0,P,OPEN,False
H0IL08033,"MARSHALL, ROBERT",6000.0,500.0,24210.0,H,CHALLENGER,False
H6NY02124,"GREGORY, DUWAYNE",322168.33,353349.21,0.0,H,CHALLENGER,False
H6FL05193,"HOLLOWAY, LASHONDA J",20511.03,21442.66,0.0,H,CHALLENGER,False
H6NY19227,"BISHOP, BOB",35690.0,35690.0,50.0,H,OPEN,False
H2TN06030,"BLACKBURN, MARSHA MRS.",1262562.12,2011261.49,0.0,H,INCUMBENT,True
S6FL00350,"JOLLY, DAVID W",1915655.96,1826909.95,0.0,S,CHALLENGER,False
S6NC00282,"REY, CHRIS",43848.0,47374.0,0.0,S,CHALLENGER,False
H6NV03147,"SINGER, ALEX CHANNING",3559.88,4864.97,0.0,H,OPEN,False
S6FL00467,"STANTON, PAUL ANTHONY",18893.0,18730.0,4500.0,S,CHALLENGER,False
H6PA16296,"HARTMAN, CHRISTINA MARIE MS.",757786.75,819043.51,55000.0,H,OPEN,False
H6TX32043,"BROWN, PAUL MICHAEL",96850.61,95299.5,2000.0,H,CHALLENGER,False
S6AL00302,"CRUMPTON, RONALD (RON) STEVEN",28856.0,32755.0,1700.0,S,CHALLENGER,False
H4MD05144,"ARNESS, MARK KENNETH",41632.3,21819.79,26900.0,H,CHALLENGER,False
H6KY03124,"YARMUTH, JOHN A MR",411951.13,619129.04,0.0,H,INCUMBENT,True
H6CA41182,"SHEPHERD, DOUG",206673.37,90924.0,123000.0,H,CHALLENGER,False
H4NY04075,"RICE, KATHLEEN",1388529.94,1904198.6,0.0,H,INCUMBENT,True
H6TX15147,"VILLARREAL, RUBEN OSCAR MR.",78916.91,71882.73,8500.0,H,OPEN,False
H6CA07126,"JONES, SCOTT",1089267.32,1166031.46,0.0,H,CHALLENGER,False
S6WA00354,"CORNELL, PHILIP L",8630.0,11441.0,130.0,S,CHALLENGER,False
H4AZ07043,"GALLEGO, RUBEN",483939.12,1020199.67,0.0,H,INCUMBENT,True
H4IA01077,"VERNON, MONICA W",2378279.16,2386758.58,168800.0,H,CHALLENGER,False
H6MO07201,"SPENCER, LYDLE RAY",3189.78,2837.85,0.0,H,CHALLENGER,False
S6MO00362,"KANDER, JASON",8528522.0,9744258.0,0.0,S,CHALLENGER,False
P60007572,"PATAKI, GEORGE E",978642.03,1201043.16,20000.0,P,OPEN,False
H6MD06220,"BAKER, TERRY",39823.88,39831.5,0.0,H,CHALLENGER,False
H2AZ05132,"WILLIAMSON, WALTER JOHN",5911.62,1626.36,4300.0,H,CHALLENGER,False
H6NV01224,"HORNE, FREDDY A",72526.27,40466.28,33396.27,H,CHALLENGER,False
P60018132,"DOYLE, COLIN B",6062.25,875.0,5187.93,P,OPEN,False
H0VA10129,"MODICA, JULIEN",2018.0,3025.0,7000.0,H,CHALLENGER,False
H2FL03056,"BROWN, CORRINE",564389.65,447615.26,100800.0,H,INCUMBENT,False
H6NY19243,"TEACHOUT, ZEPHYR",2392048.9,3863998.21,0.0,H,OPEN,False
S6FL00525,"YOUNG, DWIGHT MARK ANTHONY",18954.0,327.0,18000.0,S,CHALLENGER,False
H4MI11097,"TROTT, DAVID A",723723.13,1188044.1,0.0,H,INCUMBENT,True
H6FL16083,"KING, BRENT",14405.92,4437.0,10440.0,H,CHALLENGER,False
H6IA01155,"PATEL, RAVI B",261174.48,217825.42,55113.0,H,CHALLENGER,False
H6NY11182,"LANE, JAMES",13356.89,14241.0,0.0,H,OPEN,False
H6TX12060,"GRANGER, KAY",635720.6,1380764.9,0.0,H,INCUMBENT,True
H6CA05336,"SANTAMARIA, CARLOS J",2700.0,2700.0,0.0,H,CHALLENGER,False
H6NH01297,"TUCKER, PAMELA Z",26915.26,2505.55,25000.0,H,CHALLENGER,False
H2NY15109,"WILLIAMS, CLYDE EDWARD JR",471351.27,471351.27,0.0,H,OPEN,False
H4TN04155,"FAPARUSI, YOMI DR. SR.",20496.77,24697.0,251700.0,H,CHALLENGER,False
H4ME02200,"CAIN, EMILY",2973739.2,3103895.48,0.0,H,CHALLENGER,False
H6CA15152,"TURNER, DANNY REID",632.75,532.75,100.0,H,CHALLENGER,False
H4MI04126,"MOOLENAAR, JOHN",616884.37,937624.06,0.0,H,INCUMBENT,True
H4LA06153,"GRAVES, GARRET",1099655.6,1787935.99,0.0,H,INCUMBENT,True
H6LA03148,"HIGGINS, CAPTAIN CLAY",170371.79,181621.27,0.0,H,CHALLENGER,False
H6MI10235,"VANASSCHE, DAVID JAMES",170511.76,19923.74,150500.0,H,OPEN,False
H2NC07096,"ROUZER, DAVID CHESTON MR.",565040.09,1212748.06,0.0,H,INCUMBENT,True
H6NJ05171,"GOTTHEIMER, JOSH",2316322.09,4274992.36,0.0,H,CHALLENGER,True
H4KY06148,"COBLENZ, MICHAEL",500.0,500.0,0.0,H,CHALLENGER,False
H8ID02064,"SIMPSON, MICHAEL",506848.06,972963.11,0.0,H,INCUMBENT,True
H6NH01271,"O'CONNOR, SHAWN PATRICK PATRICK",1019414.99,247243.42,1323450.0,H,CHALLENGER,False
H6FL01127,"KONDRAT'YEV, AMANDA",238.2,20.0,238.2,H,OPEN,False
H6VA02107,"CARDWELL, CHARLES PATTESON IV",87191.88,40369.0,47500.0,H,OPEN,False
P60007671,"O'MALLEY, MARTIN JOSEPH",57463215.84,50666474.29,500000.0,P,OPEN,False
S6NV00200,"MASTO, CATHERINE CORTEZ",30118804.01,14993629.15,0.0,S,OPEN,True
S6FL00343,"LOPEZ-CANTERA, CARLOS",1062396.0,1088257.0,0.0,S,CHALLENGER,False
S6WA00370,"NAZARINO, SCOTT",10873.0,938.0,10234.0,S,CHALLENGER,False
H0MO07113,"LONG, BILLY MR.",1478549.4,1382968.45,0.0,H,INCUMBENT,True
H4NV02136,"ALM, VANCE STEVEN",7219.69,10791.45,0.0,H,CHALLENGER,False
H2GA11198,"LLOP, WILLIAM",156209.39,1690.0,156250.0,H,CHALLENGER,False
H6WY00159,"CHENEY, ELIZABETH MRS.",1612209.61,1854052.06,0.0,H,OPEN,True
H6PA17161,"GEISSINGER, GLENN A",56843.85,51494.72,87500.0,H,CHALLENGER,False
H8NY06048,"MEEKS, GREGORY W.",835060.58,907507.38,0.0,H,INCUMBENT,True
H2TX05121,"HENSARLING, JEB HON.",990946.36,2124484.78,0.0,H,INCUMBENT,True
H6FL08254,"STINSON, BILL",13970.0,20500.0,0.0,H,CHALLENGER,False
H2TN05263,"SMITH , JOHN (BIG JOHN)",10510.0,5201.0,2500.0,H,CHALLENGER,False
H6PA03153,"NICKERSON, ZACHARY MICHAEL",729.71,875.84,0.0,H,CHALLENGER,False
H6NY24169,"KINGSON, ERIC R. MR.",295834.02,299203.67,0.0,H,CHALLENGER,False
H6KY05137,"BURK, JOHN GUNTHER JR",1150.0,1150.0,0.0,H,CHALLENGER,False
H6CA44111,"MUSANTE, MARCUS",25876.0,46084.0,0.0,H,OPEN,False
H6OH11160,"GOLDSTEIN, BEVERLY A.",15791.23,17248.99,0.0,H,CHALLENGER,False
H6TX31052,"SWEENEY, MIKE",10096.2,5114.8,5300.0,H,CHALLENGER,False
H4WA01258,"SUTHERLAND, ROBERT J",16942.61,21287.18,520.0,H,CHALLENGER,False
H6FL09187,"GRAYSON, DENA MD, PHD",397859.83,420036.48,115000.0,H,OPEN,False
P60015773,"MANELSKI, DEVON MARCUS",6721.98,3025.0,0.0,P,OPEN,False
H6PR01023,"PESQUERA, CARLOS IGNACIO",451707.43,409651.02,0.0,H,OPEN,False
H0TX07055,"CULBERSON, JOHN",1014283.7,1168785.53,0.0,H,INCUMBENT,True
H6IN07386,"THOMPSON, ANDREW",17433.2,10772.5,5500.0,H,CHALLENGER,False
H6CT02154,"BROOKES, ANN E",10837.47,4125.0,8000.0,H,CHALLENGER,False
H6OH08331,"FOUGHT, STEVEN DEAN",114.0,250.0,0.0,H,CHALLENGER,False
H6IL06117,"ROSKAM, PETER",2765597.03,2740881.43,0.0,H,INCUMBENT,True
H0FL17068,"WILSON, FREDERICA S.",240038.56,443018.14,0.0,H,INCUMBENT,True
P60007937,"NEWLAND, K. ROSS",551.0,872.0,0.0,P,OPEN,False
P60008885,"WEBB, JAMES",3186626.99,3789938.81,0.0,P,OPEN,False
H6IL11133,"STELLA, DOMINICK J. M.D.",187687.36,16794.5,171957.0,H,CHALLENGER,False
H4OH02131,"RICHARDS, RONNY HARRISON",2220.11,1120.0,0.0,H,CHALLENGER,False
H2IL12130,"BRADSHAW, PAULA",1875.53,2508.53,0.0,H,CHALLENGER,False
H6CO01141,"DEGETTE, DIANA L.",772980.76,1195641.56,0.0,H,INCUMBENT,True
H4TX19136,"CONAWAY, MICHAEL HONORABLE",1146958.38,1823689.16,0.0,H,INCUMBENT,True
H6OR05176,"MCTEAGUE, DAVE",66962.85,30556.88,14500.0,H,CHALLENGER,False
H4FL26038,"CURBELO, CARLOS MR.",3095134.67,3202701.17,0.0,H,INCUMBENT,True
H6IL11117,"KHOURI, TONIA",574765.81,505857.25,215250.0,H,CHALLENGER,False
H4AL06098,"PALMER, GARY",451946.24,1175074.52,0.0,H,INCUMBENT,True
H4CA16049,"LOFGREN, ZOE",571764.04,1315280.0,0.0,H,INCUMBENT,True
H6TX19131,"ROBERTSON, GLEN CHARLES MR.",1816132.27,716467.27,1450165.0,H,OPEN,False
H2MI05119,"KILDEE, DANIEL T.",398747.99,1004984.97,0.0,H,INCUMBENT,True
H6AZ01207,"REDD, SHAWN MR.",36953.0,2725.0,35324.0,H,OPEN,False
H2KY04121,"MASSIE, THOMAS H.",247444.68,381058.46,0.0,H,INCUMBENT,True
H4NC12100,"ADAMS, ALMA SHEALEY",778075.76,889712.41,0.0,H,INCUMBENT,True
H6WA06203,"COVERDALE, MICHAEL DUANE",8171.0,7054.0,6000.0,H,CHALLENGER,False
H6TX06203,"WOOLRIDGE, RUBY FAYE MS.",26269.6,29032.0,0.0,H,CHALLENGER,False
H6KY03173,"BRATCHER, HAROLD",4680.0,7525.0,0.0,H,CHALLENGER,False
H6CA04156,"DERLET, ROBERT WAYNE",68725.76,92427.94,0.0,H,CHALLENGER,False
H6NY22106,"GORDON, DAVID JOSEPH",3508.94,3575.0,0.0,H,OPEN,False
H6TN08151,"KELSEY, BRIAN",765278.61,764027.16,10800.0,H,OPEN,False
H6MN02131,"CRAIG, ANGELA DAWN",3345423.53,2716572.86,975000.0,H,CHALLENGER,False
H6MD08473,"SOL-GUTIERREZ, ANA",131706.07,141619.77,94500.0,H,OPEN,False
H6NY18187,"SPAMPINATO, FRANCIS CESIDIO",37136.38,700.0,73000.0,H,CHALLENGER,False
H2OH14064,"JOYCE, DAVID P",1846148.87,2019065.84,0.0,H,INCUMBENT,True
H2TX29030,"GREEN, RAYMOND E. 'GENE'",1455824.78,1732189.68,0.0,H,INCUMBENT,True
P20003158,"STAINFIELD, TAMI L",22065.98,25025.0,0.0,P,OPEN,False
H8MA05143,"TSONGAS, NICOLA S",825206.83,1103038.83,0.0,H,INCUMBENT,True
S6MD03441,"VAN HOLLEN, CHRIS",9863844.0,9586006.0,0.0,S,OPEN,True
H6NC02114,"DUNCAN, JAMES",377392.39,474313.39,0.0,H,CHALLENGER,False
H2PA15099,"DAUGHERTY, RICHARD D",18071.13,20652.11,0.0,H,CHALLENGER,False
H0NY18065,"SERRANO, JOSE E.",215071.81,248391.93,0.0,H,INCUMBENT,True
H4CA31071,"CHABOT, PAUL R DR.",516707.14,585350.52,52500.0,H,CHALLENGER,False
H2NY03089,"KING, PETER T. HON.",596943.58,942462.0,0.0,H,INCUMBENT,True
S6GA00192,"PATE, PAGE ANTHONY",110.0,110.0,0.0,S,CHALLENGER,False
H6FL01176,"SPECHT, STEVEN K.",45867.27,45880.14,9566.13,H,OPEN,False
S6UT00246,"SNOW, MISTY K",48369.0,63646.0,0.0,S,CHALLENGER,False
H4CA12089,"HERMANSON, BARRY",7430.36,2700.0,6258.83,H,CHALLENGER,False
H0IN02190,"WALORSKI SWIHART, JACKIE",1641565.77,1772045.98,0.0,H,INCUMBENT,True
H4MA09052,"ALLIEGRO, MARK C",205584.17,218695.8,42000.0,H,CHALLENGER,False
S6LA00367,"PELLERIN, JOSHUA A",152310.0,75007.0,89700.0,S,OPEN,False
H6GA04129,"JOHNSON, HENRY C 'HANK'",364509.36,451187.53,0.0,H,INCUMBENT,True
H6NY13113,"COOK, SUZAN JOHNSON",308162.99,249858.48,58968.0,H,OPEN,False
H6CA12183,"MILLER, ROBERT",10815.38,5283.0,5622.38,H,CHALLENGER,False
H6LA03122,"RANTZ, AUGUST J IV",621810.8,379140.98,250000.0,H,OPEN,False
H4AZ01145,"KIEHNE, GARY",770412.16,284461.09,752072.14,H,OPEN,False
H6VA04079,"KIMOTHO-GONZALEZ, JACQUELINE MRS.",20015.23,20963.0,0.0,H,CHALLENGER,False
H6CA01186,"MONTES, JOSEPH",177179.67,124678.0,59000.0,H,CHALLENGER,False
H6MA09180,"HARRINGTON, PAUL J.",27781.05,21138.0,40000.0,H,CHALLENGER,False
H6IN04169,"MAYORAS, STEVEN MICHAEL",1797.37,1907.49,0.0,H,CHALLENGER,False
S8ID00027,"CRAPO, MICHAEL ",3822110.0,3951201.0,0.0,S,INCUMBENT,True
H6LA04153,"JONES JR, J MARSHALL",257799.92,55482.0,225900.0,H,OPEN,False
H0SC05031,"MULVANEY, JOHN MICHAEL 'MICK'",791665.56,1168373.41,0.0,H,INCUMBENT,True
H8CA34068,"NAPOLITANO, GRACE",773282.22,704730.0,0.0,H,INCUMBENT,True
H6AZ05117,"STAPLEY, DONALD T",501948.7,254592.0,250000.0,H,OPEN,False
H2AZ04127,"BABEU, PAUL RAYMOND",1089624.74,1163029.81,0.0,H,OPEN,False
H6CA25169,"GUTZEIT, MARIA",62067.92,60371.79,10000.0,H,CHALLENGER,False
H6NC02122,"DALY, KAY MRS.",106349.6,182915.39,0.0,H,CHALLENGER,False
H6FL06159,"PAPPAS, GEORGE STEVE",42205.7,43585.84,2600.0,H,CHALLENGER,False
S6NV00218,"HECK, JOE",8444442.0,8838121.0,0.0,S,OPEN,False
H6NJ07151,"JACOB, PETER MR.",63716.72,139891.81,185.0,H,CHALLENGER,False
H6CA52148,"HORST, JOHN H",16155.56,14600.0,0.0,H,CHALLENGER,False
H6VA08229,"WEBB, MICHAEL DAVID",11585.21,13184.7,0.0,H,CHALLENGER,False
H6NC05125,"WALLIN, CHARLIE",3831.09,5571.09,0.0,H,CHALLENGER,False
H0MO06073,"GRAVES, SAMUEL B JR 'SAM'",1008699.48,1418918.45,0.0,H,INCUMBENT,True
H6IN02155,"COLEMAN, LYNN CARNELL",445335.77,524193.27,0.0,H,CHALLENGER,False
P60007440,"SCROGGIE, JEREMY",5587.66,694.0,9900.0,P,OPEN,False
H8NJ04014,"SMITH, CHRISTOPHER H",370145.34,528738.32,0.0,H,INCUMBENT,True
H4NJ09095,"WILDES, MICHAEL",2624.0,16700.0,0.0,H,CHALLENGER,False
H2IL02172,"KELLY, ROBIN L.",595887.94,1028625.19,0.0,H,INCUMBENT,True
H6FL15150,"LANGE, JAMES KELLY",34590.75,25417.23,14060.65,H,CHALLENGER,False
H6GA03121,"ANDERS, SAMUEL",6469.62,1182.25,5600.0,H,OPEN,False
H6TX10148,"GALLAHER, SCOT B.",10341.0,265.0,10250.0,H,CHALLENGER,False
H6FL04097,"MCCLURE, WILLIAM A MR",159730.99,10010.0,157000.0,H,OPEN,False
H8FL15107,"POSEY, BILL",516550.17,837793.04,0.0,H,INCUMBENT,True
H6MS01164,"COLLINS, NANCY",247121.35,102538.35,144583.0,H,OPEN,False
H6MD04266,"THORNTON, ALVIN",15448.82,12624.0,8000.0,H,OPEN,False
H4NY22051,"TENNEY, CLAUDIA",604453.09,663477.78,60000.0,H,OPEN,True
H2UT01094,"BISHOP, ROBERT",269763.7,952994.24,0.0,H,INCUMBENT,True
S0IN00061,"HILL, BARON P",977740.0,1337330.0,0.0,S,OPEN,False
P40003576,"PAUL, RAND",137439203.68,123950215.16,0.0,P,OPEN,False
H6IA01163,"KROEGER, GARY",74269.26,78644.63,0.0,H,CHALLENGER,False
H6AL02159,"ROGERS, ROBERT L",50187.0,10.0,25482.0,H,CHALLENGER,False
H6PA02163,"SIMS, BRIAN KENDALL",193061.45,259634.3,0.0,H,CHALLENGER,False
H2MN08111,"NOLAN, RICHARD M.",1863869.24,2561459.69,0.0,H,INCUMBENT,True
H6CA20145,"LUCIUS, CASEY",374832.23,395473.35,0.0,H,OPEN,False
H0MA09027,"ROSA, DAVID A",12204.58,1613.47,12164.4,H,CHALLENGER,False
H6PA16312,"BEILER, CHET",653537.87,101619.82,550095.1,H,OPEN,False
H6PA07113,"LI, LINDY",291310.88,502560.38,0.0,H,CHALLENGER,False
H0IN02125,"MESSER, ALLEN LUCAS",850117.48,1606836.78,0.0,H,INCUMBENT,True
H6FL01226,"BLAKE, ROBERT EDWARD",9592.0,15700.0,0.0,H,OPEN,False
H4TX10028,"DOGGETT, LLOYD",156149.19,851487.23,0.0,H,INCUMBENT,True
H6WV03117,"LAWHORN, ZANE RENEE",62950.85,31593.69,32010.0,H,CHALLENGER,False
H6CA02234,"SCHRODE, ERIN AZARIA",47617.72,58283.5,0.0,H,CHALLENGER,False
H6TX18133,"GONZALES, REGINO JAMES",14947.0,9450.0,0.0,H,CHALLENGER,False
H2MD05155,"HOYER, STENY HAMILTON",1481833.31,3281401.58,0.0,H,INCUMBENT,True
H6MD08531,"SHUDOFSKY, ARYEH",40925.88,40977.35,0.0,H,OPEN,False
H6MI01226,"BERGMAN, JOHN",974243.16,742869.97,353120.0,H,OPEN,True
H6FL04154,"KAUFMAN, STEVE",29643.37,27833.0,5600.0,H,OPEN,False
H6FL27015,"PEREZ, FRANK",12553.01,11790.0,100000.0,H,CHALLENGER,False
S6CA00881,"MYERS, GAR",599.0,600.0,0.0,S,OPEN,False
H6NM03075,"LUCERO, MICHAEL GLENN",5853.49,9614.0,0.0,H,CHALLENGER,False
H6IL13113,"GILL, DAVID DR.",23384.13,23620.95,0.0,H,CHALLENGER,False
H6MD08556,"BOLLING, DAN",27194.76,8305.0,29639.67,H,OPEN,False
H4WA04104,"NEWHOUSE, DAN",876254.55,1181007.48,0.0,H,INCUMBENT,True
H6IL04138,"STRAW, ANDREW",357.61,357.61,0.0,H,OPEN,False
S6CA00626,"CHAVEZ, ROCKY",119761.0,116915.0,2500.0,S,OPEN,False
H2CA08164,"COOK, PAUL",822521.51,908448.19,0.0,H,INCUMBENT,True
H4NC01046,"BUTTERFIELD, G K",645262.84,1033153.84,0.0,H,INCUMBENT,True
H4GA01039,"CARTER, EARL LEROY",487606.36,1129014.71,0.0,H,INCUMBENT,True
H6CA52155,"ALLVORD, TERRY",13011.15,13011.15,6075.0,H,CHALLENGER,False
H6CA32132,"HERNANDEZ, ROGER",114539.02,105564.23,80000.0,H,CHALLENGER,False
H6OH08182,"DERICKSON, TIMOTHY",304961.94,289961.94,20000.0,H,CHALLENGER,False
H6VA09086,"KITTS, DEREK WAYNE",79268.99,91101.52,0.0,H,CHALLENGER,False
H4NC13058,"SANYAL, ARUNAVA RON""""",11219.0,10975.0,0.0,H,CHALLENGER,False
H6TX17093,"MATTA, WILLIAM BRUCE",40586.67,37402.86,0.0,H,CHALLENGER,False
H6MN02123,"LAWRENCE, MARY",855329.79,51686.89,1170000.0,H,CHALLENGER,False
H4OK06056,"LUCAS, FRANK D.",577101.79,1122818.77,0.0,H,INCUMBENT,True
H6CA12175,"PICUS, PRESTON",13689.92,27639.57,0.0,H,CHALLENGER,False
S6OH00270,"PRATHER, KELLI",140.0,150.0,0.0,S,CHALLENGER,False
H4PA13199,"BOYLE, BRENDAN F",429395.52,997804.24,0.0,H,INCUMBENT,True
H8NJ03073,"PALLONE, FRANK JR",952300.46,2216459.28,0.0,H,INCUMBENT,True
H6MD04225,"TURNER, INGRID",68941.63,97107.0,220000.0,H,OPEN,False
H6LA03130,"ANGELLE, SCOTT MR.",1001153.67,1092066.91,250000.0,H,CHALLENGER,True
H6WV01087,"MANYPENNY, MIKE",27802.83,21193.84,0.0,H,CHALLENGER,False
H6CO06058,"CARROLL, MORGAN",2326606.64,2583786.13,0.0,H,CHALLENGER,False
H6TX27076,"HARRINGTON, JOHN WESLEY IV",6988.0,7710.0,0.0,H,CHALLENGER,False
H6PA06115,"DENHAM, JOE",44674.44,45000.0,0.0,H,CHALLENGER,False
H6LA03106,"GEYMANN, BRETT F",131097.46,132585.0,0.0,H,OPEN,False
H0AL05163,"BROOKS, MO",86637.98,449975.21,0.0,H,INCUMBENT,True
H2CA37023,"CALVERT, KEN",914762.48,1406849.49,0.0,H,INCUMBENT,True
H6NC13087,"BLUST, JOHN MARSHALL",50087.87,50561.68,0.0,H,CHALLENGER,False
H6WY00142,"CHRISTENSEN, LELAND G",146731.01,146426.83,6500.0,H,OPEN,False
H4OH08062,"WINTEREGG, J D",81570.95,71571.19,9100.0,H,CHALLENGER,False
H2IL01141,"COLLINS, FREDERICK",20000.0,20000.0,0.0,H,CHALLENGER,False
H6CA24329,"KOKKONEN, MATT",75031.64,9101.0,210500.0,H,OPEN,False
H6AL02142,"GERRITSON, REBECCA (BECKY)",203258.38,203258.38,0.0,H,CHALLENGER,False
H6GA02115,"SCOTT, BOBBY L.",53790.34,250.0,135000.0,H,CHALLENGER,False
S4WA00524,"CUMMINGS, TED",4103.0,4105.0,0.0,S,CHALLENGER,False
H6FL01192,"SCHREY, ELIZABETH ANNE",212.0,213.0,0.0,H,OPEN,False
H6CA24295,"ACHADJIAN, KHATCHIK",800985.3,788522.17,41000.0,H,OPEN,False
H6GA03113,"FERGUSON, ANDERSON DREW IV",1031023.22,1185870.34,0.0,H,OPEN,True
H6FL22073,"BENSMIHEN, JOSEPH",115179.88,98208.79,30000.0,H,CHALLENGER,False
H6GU00042,"BABAUTA, ANTHONY M",43897.0,44927.0,0.0,H,CHALLENGER,False
H6NV03089,"SBAIH, JESSE",233595.88,238181.88,500000.0,H,OPEN,False
S4HI00136,"SCHATZ, BRIAN",1834889.0,3577544.0,0.0,S,INCUMBENT,True
H6MO01253,"CHAPPELLE-NADAL, MARIA",73040.1,74788.55,0.0,H,CHALLENGER,False
H6LA02215,"HOLDEN, MELVIN KIP",180.11,21750.0,500.0,H,CHALLENGER,False
S6CA00683,"DEL BECCARO, THOMAS",488820.0,431811.0,20000.0,S,OPEN,False
S6PA00266,"MCGINTY, KATHLEEN ALANA",12647684.0,12957780.0,25000.0,S,CHALLENGER,False
H6NV04038,"OCEGUERA, JOHN",186892.59,186892.59,100005.0,H,CHALLENGER,False
H2CA06259,"HUFFMAN, JARED",521336.86,908683.27,0.0,H,INCUMBENT,True
H2TN05131,"COOPER, JAMES H S",367843.0,587698.82,0.0,H,INCUMBENT,True
H6NY01126,"THRONE-HOLST, ANNA",2981861.99,3489273.31,0.0,H,CHALLENGER,False
H4NJ12149,"COLEMAN, BONNIE WATSON",628766.24,1037707.27,0.0,H,INCUMBENT,True
H6FL01184,"EVERS, GREG",205102.65,207814.05,0.0,H,OPEN,False
H0IL05096,"QUIGLEY, MIKE",495004.5,959920.11,0.0,H,INCUMBENT,True
P60012234,"JOHNSON, JOHN FITZGERALD MR.",8500.0,7500.0,0.0,P,OPEN,False
S0KS00166,"WIESNER, PATRICK",29603.0,15026.0,20000.0,S,CHALLENGER,False
H6AZ03187,"VILLARREAL, JAMES",9883.02,6717.0,0.0,H,CHALLENGER,False
H2FL14152,"GOSS, CHAUNCEY P",386429.01,350553.79,39600.0,H,OPEN,False
H0CA32101,"CHU, JUDY",384739.73,1067211.83,0.0,H,INCUMBENT,True
S6NV00325,"TARBELL, BILL",42896.0,165.0,42731.0,S,OPEN,False
H2VA11164,"GALDO, JOSEPH F",731.99,247.32,600.0,H,CHALLENGER,False
S0CO00211,"BENNET, MICHAEL F",12665756.0,13154579.0,0.0,S,INCUMBENT,True
H6MI03172,"SMITH, DOUGLAS MARK JR",15998.5,19899.0,0.0,H,CHALLENGER,False
H4SC01073,"SANFORD, MARSHALL C. HON.",154281.91,679713.0,0.0,H,INCUMBENT,True
H8FL00034,"TADDEO, ANNETTE",1445443.08,1531218.97,113000.0,H,CHALLENGER,False
S6KY00161,"WILDER, SELLUS",60715.0,67230.0,0.0,S,CHALLENGER,False
H6IL05150,"KOLBER, VINCE",21688.89,16464.99,11000.0,H,CHALLENGER,False
H4AS00069,"JAMIAS, MAPU S.",8243.0,11803.0,0.0,H,CHALLENGER,False
H6NY13121,"PERKINS, BILL",15795.49,15795.49,0.0,H,OPEN,False
H8MN03069,"BONOFF, TERRI",1441701.63,1656703.22,0.0,H,CHALLENGER,False
H2FL06109,"YOHO, THEODORE SCOTT",488663.05,785717.17,0.0,H,INCUMBENT,True
H6FL14112,"QUINN, CHRISTINE YVONNE",27664.57,12010.0,20500.0,H,CHALLENGER,False
H2PA17079,"CARTWRIGHT, MATT",551515.81,883200.4,25000.0,H,INCUMBENT,True
H6CA45118,"GOURON, MAX M.D.",41216.97,1985.0,41500.0,H,CHALLENGER,False
H4MA06090,"MOULTON, SETH",1124402.23,2444485.29,0.0,H,INCUMBENT,True
S6FL00319,"MURPHY, PATRICK E",13324181.0,13682705.0,0.0,S,CHALLENGER,False
H6MI02182,"MURPHY, DENNIS B",13058.81,15416.25,924.53,H,CHALLENGER,False
H6SD01091,"HAWKS, PAULA",315989.85,398449.14,0.0,H,CHALLENGER,False
H6AZ01215,"GOWAN , DAVID MATTHEW SR",356815.97,406358.03,0.0,H,OPEN,False
